game,league,date,slug,g1_winner,g2_winner,series_winner,struct,prematch_price_available
DOTA,European Pro League Playoffs,2026-04-13,dota2-yes-spirit1-2026-04-13,Yellow Submarine,Yellow Submarine,Yellow Submarine,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-04-13,dota2-ill-ic-2026-04-13,Ilbirs eSports,Inner Circle,Inner Circle,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-04-13,dota2-nemiga-re-2026-04-13,Nemiga Gaming,Nemiga Gaming,Nemiga Gaming,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Southeast Asia Closed Qualifier Playoffs,2026-04-13,dota2-carst-glyph-2026-04-13,Carstensz,GLYPH,GLYPH,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Southeast Asia Closed Qualifier Playoffs,2026-04-13,dota2-og-rnx-2026-04-13,REKONIX,REKONIX,REKONIX,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague China Closed Qualifier Playoffs,2026-04-13,dota2-mideng-yb1-2026-04-13,Mideng Dreamer,Mideng Dreamer,Mideng Dreamer,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Eastern Europe Closed Qualifier Playoffs,2026-04-13,dota2-1win-bb4-2026-04-13,BetBoom Team,BetBoom Team,BetBoom Team,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Southeast Asia Closed Qualifier Playoffs,2026-04-13,dota2-glyph-rnx-2026-04-13,GLYPH,REKONIX,REKONIX,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Eastern Europe Closed Qualifier Playoffs,2026-04-13,dota2-cb3-pr-2026-04-13,Power Rangers,Power Rangers,Power Rangers,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Eastern Europe Closed Qualifier Playoffs,2026-04-13,dota2-pr-bb4-2026-04-13,BetBoom Team,BetBoom Team,BetBoom Team,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague South America Closed Qualifier Playoffs,2026-04-13,dota2-eb-cha-2026-04-13,Estar Backs,Estar Backs,Estar Backs,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague South America Closed Qualifier Playoffs,2026-04-13,dota2-sar1-heroic-2026-04-13,Heroic,South America Rejects,Heroic,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Southeast Asia Closed Qualifier Playoffs,2026-04-14,dota2-nem-rnx-2026-04-14,REKONIX,Team Nemesis,REKONIX,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Western Europe Closed Qualifier Playoffs,2026-04-14,dota2-liquid-lynx-2026-04-14,Team Liquid,Team Liquid,Team Liquid,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-04-13,dota2-winter-cloudd-2026-04-13,WinteR SquadronS,Cloud Dawning,Cloud Dawning,2:1 打满,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-04-14,dota2-winter-ivo-2026-04-14,Ivory,Ivory,Ivory,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague South America Closed Qualifier Playoffs,2026-04-13,dota2-btcgam-eb-2026-04-13,BTC Gaming,Estar Backs,BTC Gaming,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Eastern Europe Closed Qualifier Playoffs,2026-04-14,dota2-nemiga-bb4-2026-04-14,Nemiga Gaming,BetBoom Team,BetBoom Team,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Western Europe Closed Qualifier Playoffs,2026-04-14,dota2-mouz-ave-2026-04-14,MOUZ,MOUZ,MOUZ,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague China Closed Qualifier Playoffs,2026-04-14,dota2-tr7-roar-2026-04-14,Roar Gaming,Roar Gaming,Roar Gaming,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Western Europe Closed Qualifier Playoffs,2026-04-14,dota2-liquid-mouz-2026-04-14,MOUZ,Team Liquid,Team Liquid,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-04-15,dota2-nemiga-ic-2026-04-15,Nemiga Gaming,Inner Circle,Nemiga Gaming,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-04-15,dota2-yes-lynx-2026-04-15,Team Lynx,Team Lynx,Team Lynx,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-04-15,dota2-ill-re-2026-04-15,Ilbirs eSports,Ilbirs eSports,Ilbirs eSports,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-04-16,dota2-spirit1-modus-2026-04-16,MODUS,MODUS,MODUS,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-04-16,dota2-lynx-nemiga-2026-04-16,Team Lynx,Team Lynx,Team Lynx,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-04-16,dota2-yes-ill-2026-04-16,Ilbirs eSports,Yellow Submarine,Ilbirs eSports,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-18,dota2-xtreme-navi-2026-04-18,Xtreme Gaming,Xtreme Gaming,Xtreme Gaming,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-18,dota2-ts8-vg-2026-04-18,Vici Gaming,Team Spirit,Team Spirit,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-18,dota2-liquid-gl-2026-04-18,Team Liquid,GamerLegion,Team Liquid,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-18,dota2-aur1-sar1-2026-04-18,Aurora,South America Rejects,Aurora,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-18,dota2-bb4-vp-2026-04-18,BetBoom Team,BetBoom Team,BetBoom Team,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-18,dota2-pari-mouz-2026-04-18,PARIVISION,PARIVISION,PARIVISION,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-18,dota2-ty-flc-2026-04-18,Team Falcons,Team Falcons,Team Falcons,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-18,dota2-tundra-heroic-2026-04-18,Heroic,Tundra Esports,Heroic,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-04-17,dota2-ic-modus-2026-04-17,MODUS,Inner Circle,Inner Circle,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-04-17,dota2-ic-ill-2026-04-17,Ilbirs eSports,Ilbirs eSports,Ilbirs eSports,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-04-17,dota2-iac-winter-2026-04-17,InterActive Philippines,InterActive Philippines,InterActive Philippines,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-04-18,dota2-nemiga-ill-2026-04-18,Nemiga Gaming,Nemiga Gaming,Nemiga Gaming,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-19,dota2-xtreme-aur1-2026-04-19,Xtreme Gaming,Aurora,Aurora,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-19,dota2-liquid-bb4-2026-04-19,BetBoom Team,BetBoom Team,BetBoom Team,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-19,dota2-ty-sar1-2026-04-19,South America Rejects,South America Rejects,South America Rejects,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group A,2026-04-19,dota2-modus-ivo-2026-04-19,Ivory,MODUS,MODUS,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group B,2026-04-19,dota2-l1ga-eb-2026-04-19,L1ga Team,L1ga Team,L1ga Team,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-19,dota2-vg-navi-2026-04-19,Natus Vincere,Vici Gaming,Vici Gaming,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group A,2026-04-19,dota2-roar-ngx-2026-04-19,Nigma Galaxy,Nigma Galaxy,Nigma Galaxy,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-19,dota2-mouz-gl-2026-04-19,GamerLegion,GamerLegion,GamerLegion,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group A,2026-04-19,dota2-nemiga-ngx-2026-04-19,Nigma Galaxy,Nigma Galaxy,Nigma Galaxy,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-19,dota2-ts8-flc-2026-04-19,Team Spirit,Team Falcons,Team Falcons,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-19,dota2-tundra-vp-2026-04-19,Virtus.pro,Tundra Esports,Virtus.pro,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group A,2026-04-19,dota2-lynx-1win-2026-04-19,Team Lynx,1win,1win,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group A,2026-04-19,dota2-1win-ivo-2026-04-19,1win,1win,1win,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group B,2026-04-19,dota2-z10-eb-2026-04-19,Zero Tenacity,Estar Backs,Zero Tenacity,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-19,dota2-pari-heroic-2026-04-19,PARIVISION,PARIVISION,PARIVISION,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group A,2026-04-19,dota2-re-roar-2026-04-19,Rune Eaters,Rune Eaters,Rune Eaters,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group B,2026-04-19,dota2-ave-pr1-2026-04-19,Power Rangers,Power Rangers,Power Rangers,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group B,2026-04-19,dota2-sar1-z10-2026-04-19,South America Rejects,South America Rejects,South America Rejects,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group A,2026-04-20,dota2-lynx-ivo-2026-04-20,Team Lynx,Team Lynx,Team Lynx,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group B,2026-04-20,dota2-sar1-eb-2026-04-20,South America Rejects,South America Rejects,South America Rejects,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group B,2026-04-20,dota2-ave-z10-2026-04-20,ALIS VENTORUS,ALIS VENTORUS,ALIS VENTORUS,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group A,2026-04-20,dota2-ngx-1win-2026-04-20,Nigma Galaxy,Nigma Galaxy,Nigma Galaxy,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group B,2026-04-20,dota2-z10-pr1-2026-04-20,Zero Tenacity,Power Rangers,Zero Tenacity,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group A,2026-04-20,dota2-nemiga-1win-2026-04-20,Nemiga Gaming,Nemiga Gaming,Nemiga Gaming,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group A,2026-04-20,dota2-re-ngx-2026-04-20,Nigma Galaxy,Nigma Galaxy,Nigma Galaxy,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-20,dota2-liquid-vg-2026-04-20,Vici Gaming,Team Liquid,Team Liquid,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-20,dota2-ty-navi-2026-04-20,Team Yandex,Natus Vincere,Natus Vincere,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-20,dota2-bb4-flc-2026-04-20,Team Falcons,BetBoom Team,BetBoom Team,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-20,dota2-xtreme-sar1-2026-04-20,South America Rejects,Xtreme Gaming,South America Rejects,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-20,dota2-heroic-vp-2026-04-20,Heroic,Heroic,Heroic,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-20,dota2-mouz-tundra-2026-04-20,MOUZ,Tundra Esports,MOUZ,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-20,dota2-aur1-pari-2026-04-20,Aurora,PARIVISION,Aurora,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-20,dota2-ts8-gl-2026-04-20,GamerLegion,GamerLegion,GamerLegion,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group B,2026-04-20,dota2-cb3-pr1-2026-04-20,Power Rangers,Cheeki_Breeki,Power Rangers,2:1 打满,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Playoffs,2026-04-20,dota2-iac-satan-2026-04-20,Satan666,InterActive Philippines,InterActive Philippines,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group A,2026-04-20,dota2-roar-ivo-2026-04-20,Roar Gaming,Roar Gaming,Roar Gaming,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Playoffs,2026-04-20,dota2-ivo-winter-2026-04-20,Ivory,Ivory,Ivory,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group A,2026-04-21,dota2-roar-nemiga-2026-04-21,Nemiga Gaming,Nemiga Gaming,Nemiga Gaming,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group A,2026-04-21,dota2-1win-modus-2026-04-21,MODUS,1win,1win,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group A,2026-04-21,dota2-ivo-re-2026-04-21,Rune Eaters,Rune Eaters,Rune Eaters,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group A,2026-04-21,dota2-ngx-lynx-2026-04-21,Nigma Galaxy,Nigma Galaxy,Nigma Galaxy,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group B,2026-04-21,dota2-z10-l1ga-2026-04-21,Zero Tenacity,Zero Tenacity,Zero Tenacity,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group A,2026-04-21,dota2-re-nemiga-2026-04-21,Nemiga Gaming,Rune Eaters,Rune Eaters,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group A,2026-04-21,dota2-modus-lynx-2026-04-21,MODUS,MODUS,MODUS,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group B,2026-04-21,dota2-pr1-sar1-2026-04-21,South America Rejects,South America Rejects,South America Rejects,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group B,2026-04-21,dota2-ave-cb3-2026-04-21,Cheeki_Breeki,Cheeki_Breeki,Cheeki_Breeki,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group B,2026-04-21,dota2-sar1-l1ga-2026-04-21,L1ga Team,South America Rejects,South America Rejects,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group B,2026-04-21,dota2-eb-cb3-2026-04-21,Cheeki_Breeki,Cheeki_Breeki,Cheeki_Breeki,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Playoffs,2026-04-21,dota2-satan-cloudd-2026-04-21,Satan666,Satan666,Satan666,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-21,dota2-liquid-heroic-2026-04-21,Team Liquid,Team Liquid,Team Liquid,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-21,dota2-flc-gl-2026-04-21,Team Falcons,Team Falcons,Team Falcons,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-21,dota2-xtreme-vg-2026-04-21,Xtreme Gaming,Xtreme Gaming,Xtreme Gaming,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-21,dota2-pari-sar1-2026-04-21,South America Rejects,PARIVISION,PARIVISION,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-21,dota2-vp-mouz-2026-04-21,Virtus.pro,MOUZ,MOUZ,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-21,dota2-ts8-navi-2026-04-21,Natus Vincere,Team Spirit,Team Spirit,2:1 打满,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Playoffs,2026-04-21,dota2-satan-ivo-2026-04-21,Ivory,Satan666,Ivory,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group A,2026-04-22,dota2-ivo-nemiga-2026-04-22,Nemiga Gaming,Nemiga Gaming,Nemiga Gaming,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group A,2026-04-22,dota2-re-modus-2026-04-22,MODUS,Rune Eaters,Rune Eaters,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group A,2026-04-22,dota2-roar-lynx-2026-04-22,Team Lynx,Team Lynx,Team Lynx,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group A,2026-04-22,dota2-ngx-modus-2026-04-22,Nigma Galaxy,Nigma Galaxy,Nigma Galaxy,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group A,2026-04-22,dota2-1win-re-2026-04-22,1win,1win,1win,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group B,2026-04-22,dota2-cb3-l1ga-2026-04-22,Cheeki_Breeki,Cheeki_Breeki,Cheeki_Breeki,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group B,2026-04-22,dota2-sar1-ave-2026-04-22,ALIS VENTORUS,ALIS VENTORUS,ALIS VENTORUS,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group B,2026-04-22,dota2-eb-ave-2026-04-22,ALIS VENTORUS,Estar Backs,Estar Backs,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group B,2026-04-22,dota2-z10-cb3-2026-04-22,Zero Tenacity,Zero Tenacity,Zero Tenacity,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group A,2026-04-22,dota2-lynx-nemiga-2026-04-22,Nemiga Gaming,Team Lynx,Nemiga Gaming,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group B,2026-04-22,dota2-pr1-l1ga-2026-04-22,L1ga Team,Power Rangers,Power Rangers,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-22,dota2-gl-heroic-2026-04-22,Heroic,Heroic,Heroic,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-22,dota2-sar1-mouz-2026-04-22,South America Rejects,MOUZ,South America Rejects,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-04-22,dota2-xtreme-ts8-2026-04-22,Team Spirit,Team Spirit,Team Spirit,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Playoffs,2026-04-22,dota2-iac-carst-2026-04-22,Carstensz,InterActive Philippines,Carstensz,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Playoffs,2026-04-23,dota2-aur1-heroic-2026-04-23,Aurora,Aurora,Aurora,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Playoffs,2026-04-23,dota2-bb4-ts8-2026-04-23,BetBoom Team,BetBoom Team,BetBoom Team,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Playoffs,2026-04-23,dota2-liquid-flc-2026-04-23,Team Liquid,Team Liquid,Team Liquid,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Playoffs,2026-04-23,dota2-pari-sar1-2026-04-23,South America Rejects,PARIVISION,PARIVISION,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group A,2026-04-23,dota2-modus-nemiga-2026-04-23,Nemiga Gaming,MODUS,Nemiga Gaming,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group A,2026-04-23,dota2-re-lynx-2026-04-23,Rune Eaters,Rune Eaters,Rune Eaters,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group B,2026-04-23,dota2-ave-l1ga-2026-04-23,L1ga Team,L1ga Team,L1ga Team,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group B,2026-04-23,dota2-eb-pr1-2026-04-23,Power Rangers,Power Rangers,Power Rangers,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group B,2026-04-23,dota2-sar1-cb3-2026-04-23,Cheeki_Breeki,South America Rejects,South America Rejects,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Division 2 Group A,2026-04-23,dota2-roar-1win-2026-04-23,1win,Roar Gaming,1win,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Playoffs,2026-04-24,dota2-pari-aur1-2026-04-24,PARIVISION,Aurora,Aurora,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Playoffs,2026-04-24,dota2-sar1-heroic-2026-04-24,South America Rejects,Heroic,South America Rejects,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Division 2 Playoffs,2026-04-24,dota2-ngx-cb3-2026-04-24,Nigma Galaxy,Nigma Galaxy,Nigma Galaxy,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Division 2 Playoffs,2026-04-24,dota2-z10-nemiga-2026-04-24,Zero Tenacity,Nemiga Gaming,Zero Tenacity,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Division 2 Playoffs,2026-04-24,dota2-re-pr1-2026-04-24,Rune Eaters,Power Rangers,Power Rangers,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Division 2 Playoffs,2026-04-25,dota2-sar1-1win-2026-04-25,1win,South America Rejects,1win,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Playoffs,2026-04-24,dota2-flc-ts8-2026-04-24,Team Falcons,Team Falcons,Team Falcons,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Playoffs,2026-04-24,dota2-liquid-bb4-2026-04-24,Team Liquid,BetBoom Team,BetBoom Team,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Division 2 Playoffs,2026-04-25,dota2-cb3-modus-2026-04-25,MODUS,Cheeki_Breeki,Cheeki_Breeki,2:1 打满,否（无赛前价存档）
