game,league,date,slug,g1_winner,g2_winner,series_winner,struct,prematch_price_available
DOTA,The International Southeast Asia Open Qualifier 1 Playoffs,2026-06-10,dota2-carst-cincai-2026-06-10,Carstensz,Carstensz,Carstensz,2:0 横扫,否（无赛前价存档）
DOTA,The International Southeast Asia Open Qualifier 1 Playoffs,2026-06-10,dota2-carst-grind-2026-06-10,Carstensz,Grind Back,Carstensz,2:1 打满,否（无赛前价存档）
DOTA,The International North America Open Qualifier 1 Playoffs,2026-06-11,dota2-ggboom-lastch-2026-06-11,GG Boom,GG Boom,GG Boom,2:0 横扫,否（无赛前价存档）
DOTA,The International North America Open Qualifier 1 Playoffs,2026-06-11,dota2-ign-ttg-2026-06-11,Ignite,Ignite,Ignite,2:0 横扫,否（无赛前价存档）
DOTA,The International North America Open Qualifier 1 Playoffs,2026-06-11,dota2-phenom-nalast-2026-06-11,NA Last Hope,Phenomenon,Phenomenon,2:1 打满,否（无赛前价存档）
DOTA,The International North America Open Qualifier 1 Playoffs,2026-06-11,dota2-nawedw-the-2026-06-11,the bug,the bug,the bug,2:0 横扫,否（无赛前价存档）
DOTA,The International Southeast Asia Open Qualifier 2 Playoffs,2026-06-12,dota2-mental-ivo-2026-06-12,Mentality Monster,Ivory,Mentality Monster,2:1 打满,否（无赛前价存档）
DOTA,The International Southeast Asia Open Qualifier 2 Playoffs,2026-06-12,dota2-iac-std-2026-06-12,InterActive Philippines,InterActive Philippines,InterActive Philippines,2:0 横扫,否（无赛前价存档）
DOTA,The International Europe Open Qualifier 2 Playoffs,2026-06-12,dota2-lvlup1-4iki-2026-06-12,Level UP,4ikibamboni,4ikibamboni,2:1 打满,否（无赛前价存档）
DOTA,The International Europe Open Qualifier 2 Playoffs,2026-06-12,dota2-ic-nemiga-2026-06-12,Nemiga Gaming,Inner Circle,Inner Circle,2:1 打满,否（无赛前价存档）
DOTA,The International China Open Qualifier 2 Playoffs,2026-06-11,dota2-cloudd-greytr-2026-06-11,Grey Trac,Grey Trac,Grey Trac,2:0 横扫,否（无赛前价存档）
DOTA,The International China Open Qualifier 2 Playoffs,2026-06-11,dota2-ngnb-gamema-2026-06-11,Game Master,Game Master,Game Master,2:0 横扫,否（无赛前价存档）
DOTA,The International Europe Open Qualifier 2 Playoffs,2026-06-12,dota2-modus-1p2m-2026-06-12,MODUS,MODUS,MODUS,2:0 横扫,否（无赛前价存档）
DOTA,The International China Open Qualifier 2 Playoffs,2026-06-12,dota2-gamema-greytr-2026-06-12,Grey Trac,Game Master,Game Master,2:1 打满,否（无赛前价存档）
DOTA,The International Southeast Asia Open Qualifier 2 Playoffs,2026-06-12,dota2-cincai-pan-2026-06-12,Pandawa Lima,cincai team,cincai team,2:1 打满,否（无赛前价存档）
DOTA,The International South America Open Qualifier 2 Playoffs,2026-06-12,dota2-eb-giordo-2026-06-12,Gior Dota Team,Estar Backs,Estar Backs,2:1 打满,否（无赛前价存档）
DOTA,The International North America Open Qualifier 2 Playoffs,2026-06-12,dota2-cyberd-4ancho-2026-06-12,4 Anchors and Ilmeria,4 Anchors and Ilmeria,4 Anchors and Ilmeria,2:0 横扫,否（无赛前价存档）
DOTA,The International North America Open Qualifier 2 Playoffs,2026-06-12,dota2-ggboom1-ign-2026-06-12,Ignite, GG Boom, GG Boom,2:1 打满,否（无赛前价存档）
DOTA,The International North America Open Qualifier 2 Playoffs,2026-06-12,dota2-5chuds-mitesp-2026-06-12,Mit Esports,Mit Esports,Mit Esports,2:0 横扫,否（无赛前价存档）
DOTA,The International Europe Open Qualifier 2 Playoffs,2026-06-12,dota2-sb5-bald-2026-06-12,Team Bald,Team Bald,Team Bald,2:0 横扫,否（无赛前价存档）
DOTA,The International South America Open Qualifier 2 Playoffs,2026-06-12,dota2-tdk-modose-2026-06-12,TeamDk,TeamDk,TeamDk,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-06-13,dota2-carst-ivo-2026-06-13,Carstensz,Carstensz,Carstensz,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-06-14,dota2-4iki-pr1-2026-06-14,Power Rangers,4ikibamboni,4ikibamboni,2:1 打满,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-06-14,dota2-mental-carst-2026-06-14,Mentality Monster,Carstensz,Mentality Monster,2:1 打满,否（无赛前价存档）
DOTA,The International China Closed Qualifier Playoffs,2026-06-15,dota2-roar-ref-2026-06-15,Team Refuser,Team Refuser,Team Refuser,2:0 横扫,否（无赛前价存档）
DOTA,The International China Closed Qualifier Playoffs,2026-06-15,dota2-yb1-gamema-2026-06-15,Yakult Brothers,Yakult Brothers,Yakult Brothers,2:0 横扫,否（无赛前价存档）
DOTA,The International China Closed Qualifier Playoffs,2026-06-15,dota2-tr7-clo-2026-06-15,Team Resilience,Team Resilience,Team Resilience,2:0 横扫,否（无赛前价存档）
DOTA,The International China Closed Qualifier Playoffs,2026-06-15,dota2-vg-greytr-2026-06-15,Vici Gaming,Vici Gaming,Vici Gaming,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-06-15,dota2-fla-4iki-2026-06-15,4ikibamboni,Flame Team,Flame Team,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group A,2026-06-15,dota2-sb5-hive1-2026-06-15,summer bear,summer bear,summer bear,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-06-15,dota2-pr1-spirit1-2026-06-15,Power Rangers,Power Rangers,Power Rangers,2:0 横扫,否（无赛前价存档）
DOTA,The International South America Closed Qualifier Playoffs,2026-06-15,dota2-lindor-x5-2026-06-15,x5 Gaming,Lindorfitos,Lindorfitos,2:1 打满,否（无赛前价存档）
DOTA,The International South America Closed Qualifier Playoffs,2026-06-15,dota2-hkr-nem-2026-06-15,Team Nemesis,Team Nemesis,Team Nemesis,2:0 横扫,否（无赛前价存档）
DOTA,The International South America Closed Qualifier Playoffs,2026-06-15,dota2-rising-eb-2026-06-15,Estar Backs,Estar Backs,Estar Backs,2:0 横扫,否（无赛前价存档）
DOTA,The International Europe Closed Qualifier Playoffs,2026-06-21,dota2-ts8-vpp-2026-06-21,Team Spirit,Team Spirit,Team Spirit,2:0 横扫,否（无赛前价存档）
DOTA,The International Europe Closed Qualifier Playoffs,2026-06-21,dota2-ngx-re-2026-06-21,Nigma Galaxy,Nigma Galaxy,Nigma Galaxy,2:0 横扫,否（无赛前价存档）
DOTA,The International Europe Closed Qualifier Playoffs,2026-06-21,dota2-enjoy-bald-2026-06-21,Enjoy,Enjoy,Enjoy,2:0 横扫,否（无赛前价存档）
DOTA,The International Europe Closed Qualifier Playoffs,2026-06-21,dota2-navi-modus-2026-06-21,Natus Vincere,Natus Vincere,Natus Vincere,2:0 横扫,否（无赛前价存档）
DOTA,The International Europe Closed Qualifier Playoffs,2026-06-22,dota2-pr1-l1ga-2026-06-22,Power Rangers,L1ga Team,Power Rangers,2:1 打满,否（无赛前价存档）
DOTA,The International Europe Closed Qualifier Playoffs,2026-06-22,dota2-vp-ic-2026-06-22,Inner Circle,Virtus.pro,Virtus.pro,2:1 打满,否（无赛前价存档）
DOTA,The International North America Closed Qualifier Playoffs,2026-06-24,dota2-gl-4ancho-2026-06-24,GamerLegion,GamerLegion,GamerLegion,2:0 横扫,否（无赛前价存档）
DOTA,The International Europe Closed Qualifier Playoffs,2026-06-22,dota2-mouz-yes-2026-06-22,Yellow Submarine,Yellow Submarine,Yellow Submarine,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-06-14,dota2-dfam-iac-2026-06-14,D family,InterActive Philippines,InterActive Philippines,2:1 打满,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-06-15,dota2-winter-ivo-2026-06-15,WinteR SquadronS,Ivory,Ivory,2:1 打满,否（无赛前价存档）
DOTA,The International Southeast Asia Closed Qualifier Playoffs,2026-06-19,dota2-yg-iac-2026-06-19,Yangon Galacticos,InterActive Philippines,InterActive Philippines,2:1 打满,否（无赛前价存档）
DOTA,The International Southeast Asia Closed Qualifier Playoffs,2026-06-19,dota2-xctn-carst-2026-06-19,Execration,Execration,Execration,2:0 横扫,否（无赛前价存档）
DOTA,The International Southeast Asia Closed Qualifier Playoffs,2026-06-18,dota2-grind-mental-2026-06-18,Grind Back,Grind Back,Grind Back,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-06-15,dota2-dfam-mental-2026-06-15,D family,Mentality Monster,D family,2:1 打满,否（无赛前价存档）
DOTA,The International China Closed Qualifier Playoffs,2026-06-16,dota2-ref-tr7-2026-06-16,Team Resilience,Team Resilience,Team Resilience,2:0 横扫,否（无赛前价存档）
DOTA,The International China Closed Qualifier Playoffs,2026-06-16,dota2-gamema-greytr-2026-06-16,Game Master,Game Master,Game Master,2:0 横扫,否（无赛前价存档）
DOTA,The International China Closed Qualifier Playoffs,2026-06-16,dota2-yb1-vg-2026-06-16,Yakult Brothers,Yakult Brothers,Yakult Brothers,2:0 横扫,否（无赛前价存档）
DOTA,The International China Closed Qualifier Playoffs,2026-06-16,dota2-roar-clo-2026-06-16,Roar Gaming,Cloud Rising,Cloud Rising,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group B,2026-06-16,dota2-4iki-spirit1-2026-06-16,4ikibamboni,Spirit Academy,Spirit Academy,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group B,2026-06-16,dota2-fla-spirit1-2026-06-16,Spirit Academy,Spirit Academy,Spirit Academy,2:0 横扫,否（无赛前价存档）
DOTA,The International South America Closed Qualifier Playoffs,2026-06-16,dota2-lgd-lindor-2026-06-16,LGD Gaming,LGD Gaming,LGD Gaming,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-06-15,dota2-mental-iac-2026-06-15,Mentality Monster,InterActive Philippines,InterActive Philippines,2:1 打满,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-06-16,dota2-carst-winter-2026-06-16,Carstensz,Carstensz,Carstensz,2:0 横扫,否（无赛前价存档）
DOTA,The International South America Closed Qualifier Playoffs,2026-06-16,dota2-playti-eb-2026-06-16,PlayTime,PlayTime,PlayTime,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-06-16,dota2-carst-iac-2026-06-16,Carstensz,Carstensz,Carstensz,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-06-17,dota2-iac-ivo-2026-06-17,Ivory,Ivory,Ivory,2:0 横扫,否（无赛前价存档）
DOTA,The International China Closed Qualifier Playoffs,2026-06-17,dota2-ref-gamema-2026-06-17,Team Refuser,Team Refuser,Team Refuser,2:0 横扫,否（无赛前价存档）
DOTA,The International China Closed Qualifier Playoffs,2026-06-17,dota2-vg-clo-2026-06-17,Vici Gaming,Vici Gaming,Vici Gaming,2:0 横扫,否（无赛前价存档）
DOTA,The International China Closed Qualifier Playoffs,2026-06-18,dota2-tr7-yb1-2026-06-18,Team Resilience,Team Resilience,Team Resilience,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-06-17,dota2-pr1-fla-2026-06-17,Power Rangers,Flame Team,Power Rangers,2:1 打满,否（无赛前价存档）
DOTA,The International South America Closed Qualifier Playoffs,2026-06-17,dota2-nem-playti-2026-06-17,PlayTime,PlayTime,PlayTime,2:0 横扫,否（无赛前价存档）
DOTA,The International South America Closed Qualifier Playoffs,2026-06-17,dota2-amaru-lgd-2026-06-17,LGD Gaming,LGD Gaming,LGD Gaming,2:0 横扫,否（无赛前价存档）
DOTA,The International China Closed Qualifier Playoffs,2026-06-17,dota2-vg-ref-2026-06-17,Vici Gaming,Team Refuser,Vici Gaming,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-06-18,dota2-sb5-spirit1-2026-06-18,summer bear,summer bear,summer bear,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-06-18,dota2-hive1-pr1-2026-06-18,Power Rangers,Power Rangers,Power Rangers,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-06-18,dota2-z10-fla-2026-06-18,Flame Team,Flame Team,Flame Team,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-06-18,dota2-vpp-4iki-2026-06-18,4ikibamboni,4ikibamboni,4ikibamboni,2:0 横扫,否（无赛前价存档）
DOTA,The International South America Closed Qualifier Playoffs,2026-06-18,dota2-lgd-playti-2026-06-18,PlayTime,LGD Gaming,LGD Gaming,2:1 打满,否（无赛前价存档）
DOTA,The International South America Closed Qualifier Playoffs,2026-06-18,dota2-amaru-eb-2026-06-18,Amaru Gaming,Estar Backs,Amaru Gaming,2:1 打满,否（无赛前价存档）
DOTA,The International China Closed Qualifier Playoffs,2026-06-18,dota2-yb1-vg-2026-06-18,Yakult Brothers,Vici Gaming,Vici Gaming,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-06-19,dota2-vpp-z10-2026-06-19,Zero Tenacity,Zero Tenacity,Zero Tenacity,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-06-19,dota2-4iki-fla-2026-06-19,4ikibamboni,4ikibamboni,4ikibamboni,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-06-19,dota2-sb5-pr1-2026-06-19,summer bear,Power Rangers,Power Rangers,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-06-19,dota2-spirit1-hive1-2026-06-19,Spirit Academy,Hive,Hive,2:1 打满,否（无赛前价存档）
DOTA,The International South America Closed Qualifier Playoffs,2026-06-18,dota2-nem-amaru-2026-06-18,Team Nemesis,Amaru Gaming,Amaru Gaming,2:1 打满,否（无赛前价存档）
DOTA,The International South America Closed Qualifier Playoffs,2026-06-19,dota2-playti-amaru-2026-06-19,PlayTime,PlayTime,PlayTime,2:0 横扫,否（无赛前价存档）
DOTA,The International Southeast Asia Closed Qualifier Playoffs,2026-06-20,dota2-og-iac-2026-06-20,OG,OG,OG,2:0 横扫,否（无赛前价存档）
DOTA,The International Southeast Asia Closed Qualifier Playoffs,2026-06-20,dota2-rnx-grind-2026-06-20,REKONIX,REKONIX,REKONIX,2:0 横扫,否（无赛前价存档）
DOTA,The International Southeast Asia Closed Qualifier Playoffs,2026-06-19,dota2-carst-yg-2026-06-19,Yangon Galacticos,Carstensz,Carstensz,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-06-20,dota2-4iki-pr1-2026-06-20,Power Rangers,4ikibamboni,Power Rangers,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-06-20,dota2-hive1-fla-2026-06-20,Flame Team,Hive,Flame Team,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-06-20,dota2-z10-sb5-2026-06-20,summer bear,Zero Tenacity,Zero Tenacity,2:1 打满,否（无赛前价存档）
DOTA,The International Southeast Asia Closed Qualifier Playoffs,2026-06-20,dota2-grind-carst-2026-06-20,Grind Back,Grind Back,Grind Back,2:0 横扫,否（无赛前价存档）
DOTA,The International Southeast Asia Closed Qualifier Playoffs,2026-06-21,dota2-iac-mental-2026-06-21,Mentality Monster,Mentality Monster,Mentality Monster,2:0 横扫,否（无赛前价存档）
DOTA,The International Southeast Asia Closed Qualifier Playoffs,2026-06-21,dota2-glyph-og-2026-06-21,OG,OG,OG,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-06-21,dota2-z10-fla-2026-06-21,Zero Tenacity,Zero Tenacity,Zero Tenacity,2:0 横扫,否（无赛前价存档）
DOTA,The International Southeast Asia Closed Qualifier Playoffs,2026-06-21,dota2-xctn-mental-2026-06-21,Execration,Mentality Monster,Execration,2:1 打满,否（无赛前价存档）
DOTA,The International Southeast Asia Closed Qualifier Playoffs,2026-06-22,dota2-rnx-og-2026-06-22,OG,REKONIX,OG,2:1 打满,否（无赛前价存档）
DOTA,The International Europe Closed Qualifier Playoffs,2026-06-22,dota2-vsn1-4iki-2026-06-22,THE VISION,THE VISION,THE VISION,2:0 横扫,否（无赛前价存档）
DOTA,The International Southeast Asia Closed Qualifier Playoffs,2026-06-22,dota2-glyph-grind-2026-06-22,GLYPH,Grind Back,Grind Back,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-06-21,dota2-4iki-z10-2026-06-21,4ikibamboni,4ikibamboni,4ikibamboni,2:0 横扫,否（无赛前价存档）
DOTA,The International Europe Closed Qualifier Playoffs,2026-06-23,dota2-ts8-enjoy-2026-06-23,Team Spirit,Team Spirit,Team Spirit,2:0 横扫,否（无赛前价存档）
DOTA,The International Europe Closed Qualifier Playoffs,2026-06-23,dota2-vpp-bald-2026-06-23,Team Bald,Team Bald,Team Bald,2:0 横扫,否（无赛前价存档）
DOTA,The International Europe Closed Qualifier Playoffs,2026-06-23,dota2-re-modus-2026-06-23,Rune Eaters,MODUS,MODUS,2:1 打满,否（无赛前价存档）
DOTA,The International Europe Closed Qualifier Playoffs,2026-06-23,dota2-ngx-navi-2026-06-23,Nigma Galaxy,Nigma Galaxy,Nigma Galaxy,2:0 横扫,否（无赛前价存档）
DOTA,The International Southeast Asia Closed Qualifier Playoffs,2026-06-22,dota2-xctn-grind-2026-06-22,Grind Back,Grind Back,Grind Back,2:0 横扫,否（无赛前价存档）
DOTA,The International Europe Closed Qualifier Playoffs,2026-06-24,dota2-mouz-ic-2026-06-24,MOUZ,MOUZ,MOUZ,2:0 横扫,否（无赛前价存档）
DOTA,The International Europe Closed Qualifier Playoffs,2026-06-24,dota2-yes-vp-2026-06-24,Yellow Submarine,Virtus.pro,Virtus.pro,2:1 打满,否（无赛前价存档）
DOTA,The International Southeast Asia Closed Qualifier Playoffs,2026-06-23,dota2-rnx-grind-2026-06-23,Grind Back,Grind Back,Grind Back,2:0 横扫,否（无赛前价存档）
DOTA,The International Europe Closed Qualifier Playoffs,2026-06-24,dota2-l1ga-4iki-2026-06-24,4ikibamboni,L1ga Team,L1ga Team,2:1 打满,否（无赛前价存档）
DOTA,The International Europe Closed Qualifier Playoffs,2026-06-24,dota2-pr1-vsn2-2026-06-24,TEAM VISION,TEAM VISION,TEAM VISION,2:0 横扫,否（无赛前价存档）
DOTA,The International Europe Closed Qualifier Playoffs,2026-06-25,dota2-ts8-ngx-2026-06-25,Nigma Galaxy,Team Spirit,Team Spirit,2:1 打满,否（无赛前价存档）
DOTA,The International Europe Closed Qualifier Playoffs,2026-06-26,dota2-navi-mouz-2026-06-26,Natus Vincere,Natus Vincere,Natus Vincere,2:0 横扫,否（无赛前价存档）
DOTA,The International North America Closed Qualifier Playoffs,2026-06-24,dota2-the-ggboom-2026-06-24,the bug,the bug,the bug,2:0 横扫,否（无赛前价存档）
DOTA,The International Europe Closed Qualifier Playoffs,2026-06-26,dota2-enjoy-huliga-2026-06-26,HULIGANI,HULIGANI,HULIGANI,2:0 横扫,否（无赛前价存档）
DOTA,The International Europe Closed Qualifier Playoffs,2026-06-26,dota2-yes-modus-2026-06-26,Yellow Submarine,Yellow Submarine,Yellow Submarine,2:0 横扫,否（无赛前价存档）
DOTA,The International Europe Closed Qualifier Playoffs,2026-06-25,dota2-vp-vsn2-2026-06-25,Virtus.pro,TEAM VISION,TEAM VISION,2:1 打满,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Playoffs,2026-06-25,dota2-carst-mental-2026-06-25,Carstensz,Carstensz,Carstensz,2:0 横扫,否（无赛前价存档）
DOTA,The International North America Closed Qualifier Playoffs,2026-06-25,dota2-the-gl-2026-06-25,GamerLegion,GamerLegion,GamerLegion,2:0 横扫,否（无赛前价存档）
DOTA,The International North America Closed Qualifier Playoffs,2026-06-25,dota2-ggboom-4ancho-2026-06-25,4 Anchors and Ilmeria,4 Anchors and Ilmeria,4 Anchors and Ilmeria,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Playoffs,2026-06-25,dota2-mental-ivo-2026-06-25,Mentality Monster,Mentality Monster,Mentality Monster,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Playoffs,2026-06-26,dota2-dfam-iac-2026-06-26,D family,InterActive Philippines,D family,2:1 打满,否（无赛前价存档）
DOTA,The International North America Closed Qualifier Playoffs,2026-06-26,dota2-4ancho-the-2026-06-26,4 Anchors and Ilmeria,4 Anchors and Ilmeria,4 Anchors and Ilmeria,2:0 横扫,否（无赛前价存档）
DOTA,The International Europe Closed Qualifier Playoffs,2026-06-27,dota2-navi-huliga-2026-06-27,HULIGANI,Natus Vincere,HULIGANI,2:1 打满,否（无赛前价存档）
DOTA,The International Europe Closed Qualifier Playoffs,2026-06-27,dota2-pr1-yes-2026-06-27,Power Rangers,Yellow Submarine,Yellow Submarine,2:1 打满,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Playoffs,2026-06-27,dota2-dfam-mental-2026-06-27,Mentality Monster,D family,Mentality Monster,2:1 打满,否（无赛前价存档）
DOTA,The International Europe Closed Qualifier Playoffs,2026-06-28,dota2-vp-huliga-2026-06-28,Virtus.pro,HULIGANI,HULIGANI,2:1 打满,否（无赛前价存档）
DOTA,The International Europe Closed Qualifier Playoffs,2026-06-28,dota2-ngx-yes-2026-06-28,Nigma Galaxy,Yellow Submarine,Nigma Galaxy,2:1 打满,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Playoffs,2026-06-27,dota2-carst-mental-2026-06-27,Carstensz,Carstensz,Carstensz,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group A,2026-06-28,dota2-4iki-nemiga-2026-06-28,4ikibamboni,4ikibamboni,4ikibamboni,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group A,2026-06-28,dota2-hive1-spirit1-2026-06-28,Hive,Spirit Academy,Hive,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group B,2026-06-29,dota2-balu-ill-2026-06-29,Ilbirs eSports,Ilbirs eSports,Ilbirs eSports,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-06-29,dota2-hab-sb5-2026-06-29,summer bear,Habibis,Habibis,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group A,2026-06-29,dota2-4iki-aion-2026-06-29,4ikibamboni,4ikibamboni,4ikibamboni,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group A,2026-06-29,dota2-nemiga-hive1-2026-06-29,Nemiga Gaming,Nemiga Gaming,Nemiga Gaming,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group A,2026-06-29,dota2-spirit1-pckcp-2026-06-29,Spirit Academy,Spirit Academy,Spirit Academy,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-06-30,dota2-ill-hab-2026-06-30,Ilbirs eSports,Ilbirs eSports,Ilbirs eSports,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-06-30,dota2-stx-sb5-2026-06-30,Team Syntax,summer bear,Team Syntax,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group A,2026-07-01,dota2-pckcp-nemiga-2026-07-01,Nemiga Gaming,PuckChamp,PuckChamp,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group B,2026-07-01,dota2-invisi-sb5-2026-07-01,summer bear,summer bear,summer bear,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-07-02,dota2-balu-hab-2026-07-02,BALU,BALU,BALU,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group A,2026-07-02,dota2-spirit1-rearis-2026-07-02,Spirit Academy,Spirit Academy,Spirit Academy,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group A,2026-07-02,dota2-nemiga-aion-2026-07-02,Nemiga Gaming,Team AION,Team AION,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group A,2026-07-03,dota2-aion-spirit1-2026-07-03,Spirit Academy,Spirit Academy,Spirit Academy,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-07-03,dota2-stx-hab-2026-07-03,Team Syntax,Team Syntax,Team Syntax,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group A,2026-07-03,dota2-hive1-pckcp-2026-07-03,Hive,Hive,Hive,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-07-03,dota2-balu-invisi-2026-07-03,Invision,BALU,Invision,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group A,2026-07-04,dota2-aion-pckcp-2026-07-04,PuckChamp,Team AION,PuckChamp,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group B,2026-07-04,dota2-hab-invisi-2026-07-04,Invision,Invision,Invision,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group A,2026-07-04,dota2-hive1-rearis-2026-07-04,RE.Arise,RE.Arise,RE.Arise,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-07-05,dota2-ill-stx-2026-07-05,Team Syntax,Team Syntax,Team Syntax,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group A,2026-07-05,dota2-rearis-pckcp-2026-07-05,RE.Arise,RE.Arise,RE.Arise,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-07-06,dota2-balu-stx-2026-07-06,Team Syntax,Team Syntax,Team Syntax,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-07-07,dota2-balu-sb5-2026-07-07,summer bear,BALU,summer bear,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group A,2026-07-07,dota2-aion-hive1-2026-07-07,Hive,Hive,Hive,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-07-08,dota2-spirit1-sb5-2026-07-08,Spirit Academy,Spirit Academy,Spirit Academy,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-07-08,dota2-ill-hive1-2026-07-08,Ilbirs eSports,Ilbirs eSports,Ilbirs eSports,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-07-08,dota2-stx-nemiga-2026-07-08,Nemiga Gaming,Team Syntax,Nemiga Gaming,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-07-08,dota2-rearis-invisi-2026-07-08,RE.Arise,RE.Arise,RE.Arise,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-07-09,dota2-rearis-spirit1-2026-07-09,RE.Arise,Spirit Academy,RE.Arise,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-07-09,dota2-hive1-stx-2026-07-09,Team Syntax,Hive,Team Syntax,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-07-09,dota2-ill-nemiga-2026-07-09,Nemiga Gaming,Nemiga Gaming,Nemiga Gaming,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-07-10,dota2-spirit1-stx-2026-07-10,Spirit Academy,Spirit Academy,Spirit Academy,2:0 横扫,是
DOTA,European Pro League Playoffs,2026-07-10,dota2-rearis-nemiga-2026-07-10,RE.Arise,Nemiga Gaming,RE.Arise,2:1 打满,是
DOTA,European Pro League Playoffs,2026-07-10,dota2-ill-sb5-2026-07-10,Ilbirs eSports,Ilbirs eSports,Ilbirs eSports,2:0 横扫,是
DOTA,European Pro League Playoffs,2026-07-11,dota2-ill-spirit1-2026-07-11,Spirit Academy,Ilbirs eSports,Spirit Academy,2:1 打满,是
DOTA,Esports World Cup Survival,2026-07-14,dota2-lgd-mouz-2026-07-14,LGD Gaming,LGD Gaming,LGD Gaming,2:0 横扫,是
DOTA,Esports World Cup Survival,2026-07-14,dota2-liquid-xtreme-2026-07-14,Xtreme Gaming,Team Liquid,Team Liquid,2:1 打满,是
